employee_id,team_id,department_id,team_leader
352,TEAM01,DEPT01,False
112,TEAM01,DEPT01,False
223,TEAM01,DEPT01,False
327,TEAM01,DEPT01,False
178,TEAM01,DEPT01,False
1,TEAM01,DEPT01,True
17,TEAM01,DEPT01,False
14,TEAM01,DEPT01,False
132,TEAM01,DEPT01,False
73,TEAM01,DEPT01,False
444,TEAM01,DEPT01,False
356,TEAM01,DEPT01,False
312,TEAM01,DEPT01,False
156,TEAM01,DEPT01,False
507,TEAM01,DEPT01,False
556,TEAM01,DEPT01,False
548,TEAM01,DEPT01,False
667,TEAM01,DEPT01,False
130,TEAM01,DEPT01,False
279,TEAM01,DEPT01,False
259,TEAM01,DEPT01,False
290,TEAM01,DEPT01,False
31,TEAM01,DEPT01,False
461,TEAM01,DEPT01,False
476,TEAM01,DEPT01,False
688,TEAM01,DEPT01,False
385,TEAM01,DEPT01,False
37,TEAM01,DEPT01,False
135,TEAM01,DEPT01,False
217,TEAM01,DEPT01,False
405,TEAM01,DEPT01,False
320,TEAM01,DEPT01,False
514,TEAM01,DEPT01,False
121,TEAM01,DEPT01,False
554,TEAM01,DEPT01,False
67,TEAM01,DEPT01,False
127,TEAM01,DEPT01,False
247,TEAM01,DEPT01,False
417,TEAM01,DEPT01,False
102,TEAM01,DEPT01,False
522,TEAM01,DEPT01,False
411,TEAM01,DEPT01,False
469,TEAM01,DEPT01,False
220,TEAM01,DEPT01,False
544,TEAM01,DEPT01,False
186,TEAM01,DEPT01,False
376,TEAM01,DEPT01,False
91,TEAM01,DEPT01,False
571,TEAM01,DEPT01,False
39,TEAM01,DEPT01,False
601,TEAM01,DEPT01,False
82,TEAM01,DEPT01,False
350,TEAM02,DEPT01,False
386,TEAM02,DEPT01,False
185,TEAM02,DEPT01,False
628,TEAM02,DEPT01,False
47,TEAM02,DEPT01,False
489,TEAM02,DEPT01,True
351,TEAM02,DEPT01,False
347,TEAM02,DEPT01,False
4,TEAM02,DEPT01,True
374,TEAM02,DEPT01,False
458,TEAM02,DEPT01,False
519,TEAM02,DEPT01,False
21,TEAM02,DEPT01,False
696,TEAM02,DEPT01,False
414,TEAM02,DEPT01,False
289,TEAM02,DEPT01,False
390,TEAM02,DEPT01,False
468,TEAM02,DEPT01,False
57,TEAM02,DEPT01,False
27,TEAM02,DEPT01,False
529,TEAM02,DEPT01,False
523,TEAM02,DEPT01,False
97,TEAM02,DEPT01,False
590,TEAM02,DEPT01,False
474,TEAM02,DEPT01,False
511,TEAM02,DEPT01,False
580,TEAM02,DEPT01,False
19,TEAM02,DEPT01,False
229,TEAM02,DEPT01,False
407,TEAM02,DEPT01,False
428,TEAM02,DEPT01,False
225,TEAM02,DEPT01,False
332,TEAM02,DEPT01,False
188,TEAM02,DEPT01,False
144,TEAM02,DEPT01,False
193,TEAM02,DEPT01,False
398,TEAM02,DEPT01,False
140,TEAM02,DEPT01,False
615,TEAM02,DEPT01,False
624,TEAM02,DEPT01,False
241,TEAM02,DEPT01,False
422,TEAM02,DEPT01,False
379,TEAM02,DEPT01,False
500,TEAM02,DEPT01,False
60,TEAM02,DEPT01,False
559,TEAM02,DEPT01,False
564,TEAM02,DEPT01,False
597,TEAM02,DEPT01,False
153,TEAM02,DEPT01,False
187,TEAM02,DEPT01,False
655,TEAM02,DEPT01,False
418,TEAM02,DEPT01,False
513,TEAM03,DEPT01,False
338,TEAM03,DEPT01,False
308,TEAM03,DEPT01,False
287,TEAM03,DEPT01,False
354,TEAM03,DEPT01,False
689,TEAM03,DEPT01,False
40,TEAM03,DEPT01,False
2,TEAM03,DEPT01,True
25,TEAM03,DEPT01,False
360,TEAM03,DEPT01,False
355,TEAM03,DEPT01,False
557,TEAM03,DEPT01,False
68,TEAM03,DEPT01,False
680,TEAM03,DEPT01,False
118,TEAM03,DEPT01,False
603,TEAM03,DEPT01,False
490,TEAM03,DEPT01,False
321,TEAM03,DEPT01,False
199,TEAM03,DEPT01,False
55,TEAM03,DEPT01,False
595,TEAM03,DEPT01,False
673,TEAM03,DEPT01,False
633,TEAM03,DEPT01,False
641,TEAM03,DEPT01,False
344,TEAM03,DEPT01,False
201,TEAM03,DEPT01,False
215,TEAM03,DEPT01,False
421,TEAM03,DEPT01,False
134,TEAM03,DEPT01,False
674,TEAM03,DEPT01,False
149,TEAM03,DEPT01,False
183,TEAM03,DEPT01,False
145,TEAM03,DEPT01,False
65,TEAM03,DEPT01,False
254,TEAM03,DEPT01,False
387,TEAM03,DEPT01,False
401,TEAM03,DEPT01,False
483,TEAM03,DEPT01,False
568,TEAM03,DEPT01,False
192,TEAM03,DEPT01,False
636,TEAM03,DEPT01,False
503,TEAM03,DEPT01,False
268,TEAM03,DEPT01,False
3,TEAM03,DEPT01,False
252,TEAM03,DEPT01,False
501,TEAM03,DEPT01,False
314,TEAM03,DEPT01,False
657,TEAM03,DEPT01,False
662,TEAM03,DEPT01,False
659,TEAM03,DEPT01,False
283,TEAM03,DEPT01,False
299,TEAM03,DEPT01,False
12,TEAM04,DEPT02,True
410,TEAM04,DEPT02,False
438,TEAM04,DEPT02,False
610,TEAM04,DEPT02,False
66,TEAM04,DEPT02,False
451,TEAM04,DEPT02,False
251,TEAM04,DEPT02,False
258,TEAM04,DEPT02,False
234,TEAM04,DEPT02,False
161,TEAM04,DEPT02,False
6,TEAM04,DEPT02,False
205,TEAM04,DEPT02,False
249,TEAM04,DEPT02,False
498,TEAM04,DEPT02,False
502,TEAM04,DEPT02,False
540,TEAM04,DEPT02,False
366,TEAM04,DEPT02,False
510,TEAM04,DEPT02,False
171,TEAM04,DEPT02,False
168,TEAM04,DEPT02,False
176,TEAM04,DEPT02,False
388,TEAM04,DEPT02,False
558,TEAM04,DEPT02,False
197,TEAM04,DEPT02,False
211,TEAM04,DEPT02,False
480,TEAM04,DEPT02,False
46,TEAM04,DEPT02,False
663,TEAM04,DEPT02,False
208,TEAM04,DEPT02,False
165,TEAM04,DEPT02,False
69,TEAM04,DEPT02,False
668,TEAM04,DEPT02,False
481,TEAM04,DEPT02,False
70,TEAM04,DEPT02,False
30,TEAM04,DEPT02,False
546,TEAM04,DEPT02,False
545,TEAM04,DEPT02,False
331,TEAM04,DEPT02,False
325,TEAM04,DEPT02,False
139,TEAM04,DEPT02,False
426,TEAM04,DEPT02,False
649,TEAM04,DEPT02,False
643,TEAM04,DEPT02,False
307,TEAM04,DEPT02,False
341,TEAM04,DEPT02,False
635,TEAM04,DEPT02,False
286,TEAM04,DEPT02,False
617,TEAM04,DEPT02,False
277,TEAM04,DEPT02,False
181,TEAM04,DEPT02,False
678,TEAM05,DEPT02,False
585,TEAM05,DEPT02,False
499,TEAM05,DEPT02,False
528,TEAM05,DEPT02,False
409,TEAM05,DEPT02,False
276,TEAM05,DEPT02,False
698,TEAM05,DEPT02,False
53,TEAM05,DEPT02,True
85,TEAM05,DEPT02,False
342,TEAM05,DEPT02,False
394,TEAM05,DEPT02,False
269,TEAM05,DEPT02,False
136,TEAM05,DEPT02,False
26,TEAM05,DEPT02,False
159,TEAM05,DEPT02,False
484,TEAM05,DEPT02,False
114,TEAM05,DEPT02,False
368,TEAM05,DEPT02,False
253,TEAM05,DEPT02,False
78,TEAM05,DEPT02,False
367,TEAM05,DEPT02,False
608,TEAM05,DEPT02,False
632,TEAM05,DEPT02,False
560,TEAM05,DEPT02,False
583,TEAM05,DEPT02,False
5,TEAM05,DEPT02,False
383,TEAM05,DEPT02,False
552,TEAM05,DEPT02,False
103,TEAM05,DEPT02,False
447,TEAM05,DEPT02,False
200,TEAM05,DEPT02,False
413,TEAM05,DEPT02,False
402,TEAM05,DEPT02,False
128,TEAM05,DEPT02,False
146,TEAM05,DEPT02,False
154,TEAM05,DEPT02,False
524,TEAM05,DEPT02,False
370,TEAM05,DEPT02,False
23,TEAM05,DEPT02,False
623,TEAM05,DEPT02,False
322,TEAM05,DEPT02,False
270,TEAM05,DEPT02,False
158,TEAM05,DEPT02,False
611,TEAM05,DEPT02,False
612,TEAM05,DEPT02,False
